node_id,x,y,demand,is_transshipment,is_depot,ready_time,due_time,service_time,transfer_capacity,is_dynamic,dynamic_appear_time
0,11.013602865204886,37.8501260873138,0,0,1,0,480,0,,,
1,69.26186916460534,23.14170932924833,0,1,0,0,480,10,23.0,,
2,76.95442174635943,13.540126772172712,0,1,0,0,480,8,10.0,,
3,44.046793097857076,70.23737401060409,0,1,0,0,480,10,11.0,,
4,13.53094026876377,59.78422099949774,0,1,0,0,480,10,23.0,,
5,79.89525124169056,59.55488962892066,0,1,0,0,480,5,24.0,,
6,51.14639243275175,83.82995532028407,-2,0,0,277,376,11,,1.0,-1.0
7,98.54203500012166,18.131295235517474,2,0,0,198,261,16,,0.0,-1.0
8,69.13463413275372,8.065755433953669,1,0,0,222,307,19,,1.0,397.0
9,4.284102397394718,28.08189702310101,2,0,0,15,125,6,,0.0,-1.0
10,97.09197885268797,55.21956513689376,3,0,0,239,335,12,,0.0,-1.0
11,26.82713439554112,13.258609640495877,2,0,0,266,400,6,,1.0,-1.0
12,92.01834030133361,36.236658187144066,2,0,0,345,491,18,,0.0,344.0
13,30.669727038699822,85.79634319990052,-3,0,0,352,512,9,,1.0,-1.0
14,60.44028317108706,16.863611164162716,-2,0,0,13,101,17,,0.0,-1.0
15,42.151053151917175,92.82310681057079,1,0,0,11,112,6,,1.0,-1.0
16,90.12035745643546,7.010979272431084,3,0,0,246,340,19,,0.0,222.0
17,26.86131927526222,15.45393980291494,2,0,0,17,194,7,,0.0,-1.0
18,53.38117142583448,74.99833170303184,-3,0,0,165,308,6,,1.0,310.0
19,29.55432111559676,75.79960773853217,3,0,0,282,352,9,,0.0,59.0
20,66.87155730691681,72.82222094075168,3,0,0,115,290,19,,0.0,293.0
21,94.82437133026531,42.46118607867027,-1,0,0,169,312,13,,1.0,179.0
22,34.25680246114792,68.38472081316877,2,0,0,142,237,9,,0.0,-1.0
23,80.75571414777902,19.14452917092717,-3,0,0,310,441,16,,1.0,102.0
24,84.67996008147614,5.78524909990914,-2,0,0,356,425,10,,0.0,-1.0
25,0.6393752076019554,15.842714940617942,1,0,0,86,248,11,,1.0,414.0
26,97.86671869732325,52.356537761777645,3,0,0,81,214,11,,0.0,-1.0
27,4.656741151410937,99.71756840497129,-2,0,0,152,227,12,,0.0,168.0
28,74.49112548270224,83.80050759512163,2,0,0,299,369,16,,0.0,-1.0
29,21.294052648008343,10.544943423635766,-2,0,0,189,354,12,,1.0,-1.0
30,51.50849427176344,77.21756842822425,2,0,0,236,328,9,,0.0,-1.0
31,63.77806523184976,63.105933151817105,-2,0,0,56,158,17,,1.0,268.0
32,75.70960836883198,22.7020825553512,2,0,0,30,167,14,,0.0,-1.0
33,66.15192818109894,39.21106691353573,-1,0,0,129,242,12,,0.0,-1.0
34,6.97534853203392,20.214260624338532,-2,0,0,21,85,11,,1.0,-1.0
35,79.40037392048926,89.5930698080457,-2,0,0,258,358,14,,0.0,202.0
36,28.282181152837694,19.03609380056821,2,0,0,46,199,9,,0.0,283.0
37,2.6724504245174807,94.76973885868118,-2,0,0,41,133,15,,1.0,-1.0
38,68.38549250352078,95.70301050431603,-1,0,0,198,377,7,,1.0,-1.0
39,86.38491829705549,34.04665926904077,1,0,0,82,164,15,,0.0,-1.0
40,11.26830457555068,49.905679486013774,-1,0,0,6,171,16,,1.0,-1.0
41,2.6813797817671015,14.991662814344963,-2,0,0,22,183,14,,0.0,-1.0
42,23.343262901508353,66.56465961444752,2,0,0,194,255,10,,1.0,-1.0
43,50.98774739540961,30.24195561127978,1,0,0,23,94,5,,0.0,-1.0
44,56.476839919133994,12.52026488883673,1,0,0,223,399,19,,1.0,315.0
45,75.57081268186126,71.20351387532843,-1,0,0,281,430,15,,1.0,-1.0
46,21.65026756805294,60.639155577630675,1,0,0,302,437,13,,0.0,-1.0
